parent;verbatim;type;edited;source
Schoenus nigricans;Schoenus nigricans x ferrugineus NULL;formula;Schoenus nigricans × ferrugineus;gbif checklists
Schoenus ferrugineus;Schoenus nigricans x ferrugineus NULL;formula;Schoenus nigricans × ferrugineus;gbif checklists
Carex saxatilis;Carex saxatilis x rostrata NULL;formula;Carex saxatilis × rostrata;gbif checklists
Carex rostrata;Carex saxatilis x rostrata NULL;formula;Carex saxatilis × rostrata;gbif checklists
Carex saxatilis;Carex saxatilis x vesicaria NULL;formula;Carex saxatilis × vesicaria;gbif checklists
Carex saxatilis;Carex saxatilis × vesicaria;name;Carex × grahamii Boott;gbif checklists
Carex saxatilis;Carex saxatilis × vesicaria;formula;Carex saxatilis × vesicaria;gbif checklists
Carex saxatilis;Carex saxatilis x vesicaria;name;Carex × grahamii Boott;gbif checklists
Carex saxatilis;Carex saxatilis x vesicaria;formula;Carex saxatilis × vesicaria;gbif checklists
Carex vesicaria;Carex saxatilis x vesicaria NULL;formula;Carex saxatilis × vesicaria;gbif checklists
Carex vesicaria;Carex saxatilis × vesicaria;name;Carex × grahamii Boott;gbif checklists
Carex vesicaria;Carex saxatilis × vesicaria;formula;Carex saxatilis × vesicaria;gbif checklists
Carex vesicaria;Carex saxatilis x vesicaria;name;Carex × grahamii Boott;gbif checklists
Carex vesicaria;Carex saxatilis x vesicaria;formula;Carex saxatilis × vesicaria;gbif checklists
Carex saxatilis;Carex saxatilis x rotundata NULL;formula;Carex saxatilis × rotundata;gbif checklists
Carex rotundata;Carex saxatilis x rotundata NULL;formula;Carex saxatilis × rotundata;gbif checklists
Rumex pulcher;Rumex pulcher x conglomeratus NULL;formula;Rumex pulcher × conglomeratus;gbif checklists
Rumex conglomeratus;Rumex pulcher x conglomeratus NULL;formula;Rumex pulcher × conglomeratus;gbif checklists
Rumex pulcher;Rumex pulcher x crispus NULL;formula;Rumex pulcher × crispus;gbif checklists
Rumex crispus;Rumex pulcher x crispus NULL;formula;Rumex pulcher × crispus;gbif checklists
Arabis hirsuta;Arabis hirsuta x sagittata NULL;formula;Arabis hirsuta × sagittata;gbif checklists
Arabis sagittata;Arabis hirsuta x sagittata NULL;formula;Arabis hirsuta × sagittata;gbif checklists
Rumex pulcher;Rumex pulcher x obtusifolius NULL;formula;Rumex pulcher × obtusifolius;gbif checklists
Rumex obtusifolius;Rumex pulcher x obtusifolius NULL;formula;Rumex pulcher × obtusifolius;gbif checklists
Saxifraga juniperifolia;Saxifraga juniperifolia x marginata NULL;formula;Saxifraga juniperifolia × marginata;gbif checklists
Saxifraga marginata;Saxifraga juniperifolia x marginata NULL;formula;Saxifraga juniperifolia × marginata;gbif checklists
Cochlearia anglica;Cochlearia anglica x officinalis NULL;formula;Cochlearia anglica × officinalis;gbif checklists
Cochlearia officinalis;Cochlearia anglica x officinalis NULL;formula;Cochlearia anglica × officinalis;gbif checklists
Viola mirabilis;Viola mirabilis x riviniana NULL;formula;Viola mirabilis × riviniana;gbif checklists
Viola mirabilis;Viola mirabilis × riviniana;formula;Viola mirabilis × riviniana;gbif checklists
Viola mirabilis;Viola mirabilis x riviniana;formula;Viola mirabilis × riviniana;gbif checklists
Viola riviniana;Viola mirabilis x riviniana NULL;formula;Viola mirabilis × riviniana;gbif checklists
Viola riviniana;Viola mirabilis × riviniana;formula;Viola mirabilis × riviniana;gbif checklists
Viola riviniana;Viola mirabilis x riviniana;formula;Viola mirabilis × riviniana;gbif checklists
Saxifraga ferdinandi-coburgi;Saxifraga ferdinandi-coburgi x juniperifolia NULL;formula;Saxifraga ferdinandi-coburgi × juniperifolia;gbif checklists
Saxifraga juniperifolia;Saxifraga ferdinandi-coburgi x juniperifolia NULL;formula;Saxifraga ferdinandi-coburgi × juniperifolia;gbif checklists
Viola reichenbachiana;Viola reichenbachiana x riviniana NULL;formula;Viola reichenbachiana × riviniana;gbif checklists
Viola reichenbachiana;Viola reichenbachiana × riviniana;formula;Viola reichenbachiana × riviniana;gbif checklists
Viola reichenbachiana;Viola reichenbachiana x riviniana;formula;Viola reichenbachiana × riviniana;gbif checklists
Viola riviniana;Viola reichenbachiana x riviniana NULL;formula;Viola reichenbachiana × riviniana;gbif checklists
Viola riviniana;Viola reichenbachiana × riviniana;formula;Viola reichenbachiana × riviniana;gbif checklists
Viola riviniana;Viola reichenbachiana x riviniana;formula;Viola reichenbachiana × riviniana;gbif checklists
Viola riviniana;Viola riviniana x rupestris NULL;formula;Viola riviniana × rupestris;gbif checklists
Viola riviniana;Viola riviniana x rupestris;formula;Viola riviniana × rupestris;gbif checklists
Viola rupestris;Viola riviniana x rupestris NULL;formula;Viola riviniana × rupestris;gbif checklists
Viola rupestris;Viola riviniana x rupestris;formula;Viola riviniana × rupestris;gbif checklists
Viola canina;Viola canina x persicifolia NULL;formula;Viola canina × persicifolia;gbif checklists
Viola persicifolia;Viola canina x persicifolia NULL;formula;Viola canina × persicifolia;gbif checklists
Viola canina;Viola canina x riviniana NULL;formula;Viola canina × riviniana;gbif checklists
Viola canina;Viola canina x riviniana;formula;Viola canina × riviniana;gbif checklists
Viola canina;Viola canina × riviniana;formula;Viola canina × riviniana;gbif checklists
Viola riviniana;Viola canina x riviniana NULL;formula;Viola canina × riviniana;gbif checklists
Viola riviniana;Viola canina x riviniana;formula;Viola canina × riviniana;gbif checklists
Viola riviniana;Viola canina × riviniana;formula;Viola canina × riviniana;gbif checklists
Viola canina;Viola canina x rupestris NULL;formula;Viola canina × rupestris;gbif checklists
Viola canina;Viola canina x rupestris;formula;Viola canina × rupestris;gbif checklists
Viola rupestris;Viola canina x rupestris NULL;formula;Viola canina × rupestris;gbif checklists
Viola rupestris;Viola canina x rupestris;formula;Viola canina × rupestris;gbif checklists
Viola canina;Viola canina x pumila NULL;formula;Viola canina × pumila;gbif checklists
Viola canina;Viola canina x pumila;formula;Viola canina × pumila;gbif checklists
Viola pumila;Viola canina x pumila NULL;formula;Viola canina × pumila;gbif checklists
Viola pumila;Viola canina x pumila;formula;Viola canina × pumila;gbif checklists
Carduus personata subsp. personata;Carduus personata ssp. personata x crispus ssp. multiflorus NULL;formula;Carduus personata subsp. personata × crispus subsp. multiflorus;gbif checklists
Carduus crispus subsp. multiflorus;Carduus personata ssp. personata x crispus ssp. multiflorus NULL;formula;Carduus personata subsp. personata × crispus subsp. multiflorus;gbif checklists
Carduus argemone subsp. obtusisquamus;Carduus argemone ssp. obtusisquamus x acanthoides NULL;formula;Carduus argemone subsp. obtusisquamus × acanthoides;gbif checklists
Carduus acanthoides;Carduus argemone ssp. obtusisquamus x acanthoides NULL;formula;Carduus argemone subsp. obtusisquamus × acanthoides;gbif checklists
Carex digitata;Carex digitata x ornithopoda NULL;formula;Carex digitata × ornithopoda;gbif checklists
Carex digitata;Carex digitata × ornithopoda;formula;Carex digitata × ornithopoda;gbif checklists
Carex digitata;Carex digitata x ornithopoda;formula;Carex digitata × ornithopoda;gbif checklists
Carex ornithopoda;Carex digitata x ornithopoda NULL;formula;Carex digitata × ornithopoda;gbif checklists
Carex ornithopoda;Carex digitata × ornithopoda;formula;Carex digitata × ornithopoda;gbif checklists
Carex ornithopoda;Carex digitata x ornithopoda;formula;Carex digitata × ornithopoda;gbif checklists
Carex hostiana;Carex hostiana x demissa NULL;formula;Carex hostiana × demissa;gbif checklists
Carex demissa;Carex hostiana x demissa NULL;formula;Carex hostiana × demissa;gbif checklists
Carex rostrata;Carex rostrata x rotundata NULL;formula;Carex rostrata × rotundata;gbif checklists
Carex rostrata;Carex rostrata × rotundata;name;Carex × saamica A.T.M.Pedersen & Elven;gbif checklists
Carex rostrata;Carex rostrata × rotundata;formula;Carex rostrata × rotundata;gbif checklists
Carex rotundata;Carex rostrata x rotundata NULL;formula;Carex rostrata × rotundata;gbif checklists
Carex rotundata;Carex rostrata × rotundata;name;Carex × saamica A.T.M.Pedersen & Elven;gbif checklists
Carex rotundata;Carex rostrata × rotundata;formula;Carex rostrata × rotundata;gbif checklists
Carex saxatilis;Carex saxatilis x stenolepis NULL;formula;Carex saxatilis × stenolepis;gbif checklists
Carex saxatilis;Carex saxatilis × stenolepis;formula;Carex saxatilis × stenolepis;gbif checklists
Carex saxatilis;Carex saxatilis x stenolepis;formula;Carex saxatilis × stenolepis;gbif checklists
Carex stenolepis;Carex saxatilis x stenolepis NULL;formula;Carex saxatilis × stenolepis;gbif checklists
Carex stenolepis;Carex saxatilis × stenolepis;formula;Carex saxatilis × stenolepis;gbif checklists
Carex stenolepis;Carex saxatilis x stenolepis;formula;Carex saxatilis × stenolepis;gbif checklists
Rumex hydrolapathum;Rumex hydrolapathum x aquaticus NULL;formula;Rumex hydrolapathum × aquaticus;gbif checklists
Rumex aquaticus;Rumex hydrolapathum x aquaticus NULL;formula;Rumex hydrolapathum × aquaticus;gbif checklists
Salix atrocinerea;Salix atrocinerea x viminalis NULL;formula;Salix atrocinerea × viminalis;gbif checklists
Salix viminalis;Salix atrocinerea x viminalis NULL;formula;Salix atrocinerea × viminalis;gbif checklists
Salix myrsinites;Salix myrsinites x nigricans NULL;formula;Salix myrsinites × nigricans;gbif checklists
Salix nigricans;Salix myrsinites x nigricans NULL;formula;Salix myrsinites × nigricans;gbif checklists
Salix nigricans;Salix nigricans x phylicifolia NULL;formula;Salix nigricans × phylicifolia;gbif checklists
Salix phylicifolia;Salix nigricans x phylicifolia NULL;formula;Salix nigricans × phylicifolia;gbif checklists
Centaurea oliverana;Centaurea oliverana x raphanina ssp. raphanina NULL;formula;Centaurea oliverana × raphanina subsp. raphanina;gbif checklists
Centaurea raphanina subsp. raphanina;Centaurea oliverana x raphanina ssp. raphanina NULL;formula;Centaurea oliverana × raphanina subsp. raphanina;gbif checklists
Centaurea calcitrapa;Centaurea calcitrapa x aspera NULL;formula;Centaurea calcitrapa × aspera;gbif checklists
Centaurea aspera;Centaurea calcitrapa x aspera NULL;formula;Centaurea calcitrapa × aspera;gbif checklists
Carex maritima;Carex maritima x dioica NULL;formula;Carex maritima × dioica;gbif checklists
Carex dioica;Carex maritima x dioica NULL;formula;Carex maritima × dioica;gbif checklists
Calystegia sepium subsp. sepium;Calystegia sepium ssp. sepium x pulchra NULL;formula;Calystegia sepium subsp. sepium × pulchra;gbif checklists
Calystegia pulchra;Calystegia sepium ssp. sepium x pulchra NULL;formula;Calystegia sepium subsp. sepium × pulchra;gbif checklists
Salix cinerea;Salix cinerea x nigricans NULL;formula;Salix cinerea × nigricans;gbif checklists
Salix nigricans;Salix cinerea x nigricans NULL;formula;Salix cinerea × nigricans;gbif checklists
Knautia arvernensis;Knautia arvernensis x arvensis NULL;formula;Knautia arvernensis × arvensis;gbif checklists
Knautia arvensis;Knautia arvernensis x arvensis NULL;formula;Knautia arvernensis × arvensis;gbif checklists
Juncus anceps;Juncus anceps x articulatus NULL;formula;Juncus anceps × articulatus;gbif checklists
Juncus anceps;Juncus anceps × articulatus;formula;Juncus anceps × articulatus;gbif checklists
Juncus anceps;Juncus anceps x articulatus;formula;Juncus anceps × articulatus;gbif checklists
Juncus articulatus;Juncus anceps x articulatus NULL;formula;Juncus anceps × articulatus;gbif checklists
Juncus articulatus;Juncus anceps × articulatus;formula;Juncus anceps × articulatus;gbif checklists
Juncus articulatus;Juncus anceps x articulatus;formula;Juncus anceps × articulatus;gbif checklists
Juncus filiformis;Juncus filiformis x balticus NULL;formula;Juncus filiformis × balticus;gbif checklists
Juncus balticus;Juncus filiformis x balticus NULL;formula;Juncus filiformis × balticus;gbif checklists
Setaria verticillata;Setaria verticillata x viridis NULL;formula;Setaria verticillata × viridis;gbif checklists
Setaria viridis;Setaria verticillata x viridis NULL;formula;Setaria verticillata × viridis;gbif checklists
Elymus pycnanthus;Elymus pycnanthus x repens NULL;formula;Elymus pycnanthus × repens;gbif checklists
Elymus repens;Elymus pycnanthus x repens NULL;formula;Elymus pycnanthus × repens;gbif checklists
Xanthium strumarium subsp. strumarium;Xanthium strumarium ssp. strumarium x ssp. italicum NULL;formula;Xanthium strumarium subsp. strumarium × subsp. italicum;gbif checklists
Xanthium strumarium subsp. italicum;Xanthium strumarium ssp. strumarium x ssp. italicum NULL;formula;Xanthium strumarium subsp. strumarium × subsp. italicum;gbif checklists
Elymus pycnanthus;Elymus pycnanthus x farctus ssp. boreali-atlanticus NULL;formula;Elymus pycnanthus × farctus subsp. boreali-atlanticus;gbif checklists
Elymus farctus subsp. boreali-atlanticus;Elymus pycnanthus x farctus ssp. boreali-atlanticus NULL;formula;Elymus pycnanthus × farctus subsp. boreali-atlanticus;gbif checklists
Erigeron acer;Erigeron x Conyza Erigeron acer x Conyza canadensis NULL;formula;Erigeron acer × Conyza canadensis;gbif checklists
Conyza canadensis;Erigeron x Conyza Erigeron acer x Conyza canadensis NULL;formula;Erigeron acer × Conyza canadensis;gbif checklists
Agrostis rupestris;Agrostis rupestris x agrostiflora NULL;formula;Agrostis rupestris × agrostiflora;gbif checklists
Agrostis agrostiflora;Agrostis rupestris x agrostiflora NULL;formula;Agrostis rupestris × agrostiflora;gbif checklists
Elymus repens;Elymus x Hordeum Elymus repens x Hordeum secalinum NULL;formula;Elymus repens × Hordeum secalinum;gbif checklists
Hordeum secalinum;Elymus x Hordeum Elymus repens x Hordeum secalinum NULL;formula;Elymus repens × Hordeum secalinum;gbif checklists
Elymus repens;Elymus repens x farctus ssp. boreali-atlanticus NULL;formula;Elymus repens × farctus subsp. boreali-atlanticus;gbif checklists
Elymus farctus subsp. boreali-atlanticus;Elymus repens x farctus ssp. boreali-atlanticus NULL;formula;Elymus repens × farctus subsp. boreali-atlanticus;gbif checklists
Nymphaea alba;Nymphaea alba x candida NULL;formula;Nymphaea alba × candida;gbif checklists
Nymphaea alba;Nymphaea alba × candida;formula;Nymphaea alba × candida;gbif checklists
Nymphaea alba;Nymphaea alba x candida;formula;Nymphaea alba × candida;gbif checklists
Nymphaea candida;Nymphaea alba x candida NULL;formula;Nymphaea alba × candida;gbif checklists
Nymphaea candida;Nymphaea alba × candida;formula;Nymphaea alba × candida;gbif checklists
Nymphaea candida;Nymphaea alba x candida;formula;Nymphaea alba × candida;gbif checklists
Elymus repens;Elymus repens x hispidus NULL;formula;Elymus repens × hispidus;gbif checklists
Elymus hispidus;Elymus repens x hispidus NULL;formula;Elymus repens × hispidus;gbif checklists
Salix lanata;Salix lanata x caprea NULL;formula;Salix lanata × caprea;gbif checklists
Salix caprea;Salix lanata x caprea NULL;formula;Salix lanata × caprea;gbif checklists
Salix lanata;Salix lanata x hastata NULL;formula;Salix lanata × hastata;gbif checklists
Salix hastata;Salix lanata x hastata NULL;formula;Salix lanata × hastata;gbif checklists
Salix phylicifolia;Salix phylicifolia x cinerea NULL;formula;Salix phylicifolia × cinerea;gbif checklists
Salix cinerea;Salix phylicifolia x cinerea NULL;formula;Salix phylicifolia × cinerea;gbif checklists
Salix phylicifolia;Salix phylicifolia x glauca NULL;formula;Salix phylicifolia × glauca;gbif checklists
Salix glauca;Salix phylicifolia x glauca NULL;formula;Salix phylicifolia × glauca;gbif checklists
Salix phylicifolia;Salix phylicifolia x aurita NULL;formula;Salix phylicifolia × aurita;gbif checklists
Salix aurita;Salix phylicifolia x aurita NULL;formula;Salix phylicifolia × aurita;gbif checklists
Salix phylicifolia;Salix phylicifolia x atrocinerea NULL;formula;Salix phylicifolia × atrocinerea;gbif checklists
Salix atrocinerea;Salix phylicifolia x atrocinerea NULL;formula;Salix phylicifolia × atrocinerea;gbif checklists
Salix silesiaca;Salix silesiaca x aurita NULL;formula;Salix silesiaca × aurita;gbif checklists
Salix aurita;Salix silesiaca x aurita NULL;formula;Salix silesiaca × aurita;gbif checklists
Salix phylicifolia;Salix phylicifolia x caprea NULL;formula;Salix phylicifolia × caprea;gbif checklists
Salix caprea;Salix phylicifolia x caprea NULL;formula;Salix phylicifolia × caprea;gbif checklists
Salix myrsinites;Salix myrsinites x myrsinifolia NULL;formula;Salix myrsinites × myrsinifolia;gbif checklists
Salix myrsinifolia;Salix myrsinites x myrsinifolia NULL;formula;Salix myrsinites × myrsinifolia;gbif checklists
